chr	start	end
chr4	47645081	47645120
chr4	47879093	47879116
chr4	47905210	47905241
chr4	48396593	48396670
chr4	48485633	48485638
chr4	48492331	48492339
chr4	48492807	48492855
chr4	48493050	48493067
chr4	48636502	48636507
chr4	52904393	52904401
chr4	52928386	52928391
chr4	52948723	52948735
chr4	54930492	54930510
chr4	55968066	55968195
chr4	56212665	56212724
chr4	56262457	56262563
chr4	56878121	56878145
chr4	57167392	57167413
chr4	57180754	57180828
chr4	57377360	57377413
chr4	57522023	57522032
chr4	57687649	57687742
chr4	57976438	57976517
chr4	62933902	62933935
chr4	65240932	65240941
chr4	65275075	65275087
chr4	68358493	68358539
chr4	70361592	70361626
chr4	71465253	71465272
chr4	71468356	71468376
chr4	71570693	71570702
chr4	71570834	71571011
chr4	71607344	71607397
chr4	71655354	71655367
chr4	71705437	71705494
chr4	72649812	72649825
chr4	72934635	72934740
chr4	74088691	74088788
chr4	74302040	74302041
chr4	74481608	74481653
chr4	75180297	75180354
chr4	75311063	75311108
chr4	75318261	75318354
chr4	76465069	76465137
chr4	76517003	76517018
chr4	76517077	76517109
chr4	76517330	76517453
chr4	76911849	76911868
chr4	77025662	77025672
chr4	77026675	77026796
chr4	77068643	77068793
chr4	77172853	77172891
chr4	77818503	77818505
chr4	77818551	77818567
chr4	77957831	77958026
chr4	77987537	77987558
chr4	77996653	77996696
chr4	78806493	78806493
chr4	79345572	79345574
chr4	79366947	79366974
chr4	79697698	79697713
chr4	79791937	79792055
chr4	81123987	81124002
chr4	83581999	83582019
chr4	83719525	83719619
chr4	83752090	83752128
chr4	83766354	83766446
chr4	83792521	83792567
chr4	83793028	83793071
chr4	83812168	83812189
chr4	83906009	83906012
chr4	84382126	84382185
chr4	84406184	84406225
chr4	85418991	85419009
chr4	85419038	85419085
chr4	85765609	85765660
chr4	86749078	86749079
chr4	86749106	86749128
chr4	87010359	87010430
chr4	87028537	87028545
chr4	87701555	87701572
chr4	88760840	88760929
chr4	88929051	88929241
chr4	88929455	88929470
chr4	89744214	89744243
chr4	91701685	91701708
chr4	95506152	95506155
chr4	96143361	96143386
chr4	99916905	99917018
chr4	100495966	100495985
chr4	100570473	100570683
chr4	100570808	100570893
chr4	100570923	100571051
chr4	100571104	100571226
chr4	100571293	100571442
chr4	100571503	100571584
chr4	100571757	100571915
chr4	100571964	100572074
chr4	100572136	100572327
chr4	100572398	100572467
chr4	100572516	100572610
chr4	100572663	100572741
chr4	100572847	100572926
chr4	100572958	100573048
chr4	100573108	100573318
chr4	100573373	100573444
chr4	100573586	100573915
chr4	100573978	100574054
chr4	100574078	100574181
chr4	100574213	100574290
chr4	100574378	100574499
chr4	100574534	100574739
chr4	100574848	100575264
chr4	100575305	100575373
chr4	100784932	100784946
chr4	100827184	100827310
chr4	100845917	100845972
chr4	101947022	101947032
chr4	104007563	104007566
chr4	105412849	105412920
chr4	106291927	106291947
chr4	106552244	106552259
chr4	108925884	108926073
chr4	109790244	109790251
chr4	109969324	109969331
chr4	110355026	110355131
chr4	110769358	110769473
chr4	110772639	110772661
chr4	110786310	110786431
chr4	111543632	111543642
chr4	113066737	113066789
chr4	113066824	113066889
chr4	113530535	113530585
chr4	114067050	114067159
chr4	114117524	114117622
chr4	114293689	114293781
chr4	114295920	114296102
chr4	114299249	114299337
chr4	114302746	114302747
chr4	114426132	114426191
chr4	114468800	114468872
chr4	115597047	115597069
chr4	119273800	119273857
chr4	119953223	119953235
chr4	119958408	119958410
chr4	120190983	120190988
chr4	121843671	121843674
chr4	122085336	122085359
chr4	122737538	122737543
chr4	123130922	123130930
chr4	123141452	123141465
chr4	123147822	123147838
chr4	123167986	123167993
chr4	123192135	123192148
chr4	123197073	123197085
chr4	123207647	123207663
chr4	123237848	123237853
chr4	123247022	123247068
chr4	123747951	123748046
chr4	123748074	123748128
chr4	123748302	123748357
chr4	128942292	128942393
chr4	128956917	128956968
chr4	129029046	129029152
chr4	129131223	129131240
chr4	129208799	129209017
chr4	139937136	139937148
chr4	141372573	141372671
chr4	141377746	141377870
chr4	141380666	141380733
chr4	141383085	141383158
chr4	141386051	141386161
chr4	141392929	141392975
chr4	141395967	141396100
chr4	141400644	141400754
chr4	141403481	141403607
chr4	141419283	141419376
chr4	141974820	141974885
chr4	142951273	142951455
chr4	144378833	144378840
chr4	146031255	146031270
chr4	146100967	146101003
chr4	146101032	146101094
chr4	146101117	146101146
chr4	146682265	146682398
chr4	146682475	146682698
chr4	146684259	146684274
chr4	147177978	147178005
chr4	147178036	147178088
chr4	147363856	147363865
chr4	147863736	147863807
chr4	148560110	148560110
chr4	151174626	151174704
chr4	152024238	152024276
chr4	154256142	154256177
chr4	154387550	154387617
chr4	155278371	155278430
chr4	155506675	155506830
chr4	155747920	155748029
chr4	156136243	156136243
chr4	156723368	156723377
chr4	156725745	156725834
chr4	157782581	157782641
chr4	159531785	159531837
chr4	159636449	159636534
chr4	159754953	159754996
chr4	160025315	160025383
chr4	160107794	160107864
chr4	160114352	160114408
chr4	160131652	160131735
chr4	160159968	160160036
chr4	160162353	160162507
chr4	160164926	160164943
chr4	160189237	160189243
chr4	164394893	164394915
chr4	164533423	164533679
chr4	164533774	164533906
chr4	164534024	164534103
chr4	165891152	165891154
chr4	166300422	166300523
chr4	169292772	169292795
chr4	169311573	169311681
chr4	169353605	169353605
chr4	169798874	169798899
chr4	169799111	169799121
chr4	169799207	169799259
chr4	169799373	169799419
chr4	169815858	169815879
chr4	169846407	169846429
chr4	170927036	170927050
chr4	174090109	174090112
chr4	174218956	174219127
chr4	174292543	174292553
chr4	175564882	175564889
chr4	176923498	176923590
chr4	177162613	177162736
chr4	177713459	177713465
chr4	184241015	184241034
chr4	184243473	184243496
chr4	184426349	184426354
chr4	184427378	184427471
chr4	184932740	184932788
chr4	185691409	185691443
chr4	186064527	186064637
chr4	186299386	186299392
chr4	186321091	186321094
chr4	186327035	186327090
chr4	186378893	186378969
chr4	186392199	186392203
chr4	186456508	186456538
chr4	186587205	186587360
chr4	186598660	186598782
chr4	187026204	187026459
chr4	187026483	187026708
chr4	187070308	187070370
chr4	187070423	187070450
chr4	187070718	187070858
chr4	187073024	187073057
chr4	187203089	187203163
chr4	187511522	187511557
chr4	189026448	189026522
chr5	174033	174185
chr5	192015	192089
chr5	254508	254543
chr5	271925	271936
chr5	276127	276163
chr5	635619	635630
chr5	716923	716980
chr5	741729	741743
chr5	745357	745394
chr5	751257	751303
chr5	755208	755214
chr5	756113	756259
chr5	766836	766915
chr5	767005	767013
chr5	848747	848775
chr5	889846	889881
chr5	892653	892674
chr5	1009596	1009613
chr5	1037635	1037801
chr5	1065398	1065422
chr5	1294761	1294781
chr5	1523825	1523949
chr5	1878283	1878470
chr5	2748662	2748689
chr5	2748714	2748782
chr5	2751511	2751527
chr5	2755194	2755254
chr5	6448995	6449014
chr5	6633790	6633803
chr5	7396439	7396575
chr5	10354011	10354029
chr5	10564591	10564711
chr5	10649807	10649826
chr5	10650017	10650112
chr5	10680819	10680859
chr5	10680913	10681008
chr5	10681050	10681095
chr5	11083993	11084067
chr5	11903929	11904010
chr5	13886220	13886238
chr5	14143929	14143991
chr5	14487973	14487976
chr5	14582004	14582067
chr5	14664935	14665007
chr5	16179171	16179325
chr5	16179415	16179543
chr5	16179571	16179684
chr5	16508780	16508798
chr5	16616864	16616991
chr5	16617015	16617058
chr5	17275625	17275763
chr5	23526913	23527041
chr5	23527067	23527174
chr5	23527245	23527345
chr5	24509675	24509677
chr5	31405811	31405824
chr5	31936194	31936342
chr5	32173949	32173957
chr5	32312864	32312928
chr5	32591777	32591791
chr5	32711853	32711873
chr5	33453421	33453428
chr5	33546164	33546169
chr5	34688227	34688242
chr5	34929977	34930014
chr5	35048050	35048050
chr5	35807741	35807861
chr5	35991355	35991388
chr5	36241893	36241894
chr5	37045545	37045564
chr5	37157414	37157509
chr5	37243114	37243176
chr5	37247826	37247842
chr5	37358183	37358253
chr5	37370863	37370888
chr5	38403884	38403898
chr5	38445688	38445690
chr5	38881646	38881670
chr5	38921705	38921705
chr5	38942404	38942480
chr5	38949458	38949529
chr5	38991051	38991059
chr5	40692503	40692503
chr5	40768929	40769039
chr5	41203345	41203352
chr5	42810845	42810869
chr5	43454094	43454107
chr5	43556776	43556860
chr5	49963828	49963833
chr5	52780144	52780161
chr5	53813787	53813872
chr5	54929539	54929568
chr5	54987117	54987120
chr5	55192178	55192234
chr5	55204470	55204471
chr5	55243398	55243417
chr5	55422951	55422974
chr5	56111598	56111791
chr5	56111815	56111882
chr5	56160561	56160586
chr5	56181866	56181890
chr5	56206107	56206221
chr5	56532940	56532999
chr5	60079921	60079995
chr5	60628100	60628103
chr5	60628315	60628351
chr5	60628404	60628488
chr5	60628743	60628762
chr5	64097129	64097159
chr5	64103426	64103627
chr5	64883047	64883069
chr5	64887198	64887216
chr5	64925372	64925477
chr5	64925609	64926077
chr5	64933523	64933597
chr5	65018201	65018227
chr5	65451893	65451981
chr5	65454637	65454741
chr5	65455000	65455008
chr5	66389985	66389993
chr5	67584481	67584546
chr5	68390145	68390154
chr5	68399919	68399935
chr5	68648095	68648104
chr5	68840889	68840908
chr5	68887918	68888025
chr5	69321279	69321285
chr5	69322234	69322342
chr5	69345513	69345593
chr5	69359242	69359313
chr5	69361792	69361904
chr5	69362769	69362961
chr5	69363137	69363273
chr5	69365062	69365157
chr5	69366468	69366578
chr5	70269956	70270118
chr5	70271987	70272073
chr5	70272733	70272851
chr5	70275716	70275835
chr5	70297919	70297958
chr5	70341271	70341277
chr5	70344621	70344676
chr5	70355517	70355571
chr5	70356671	70356757
chr5	70357099	70357135
chr5	70797429	70797445
chr5	70939598	70939598
chr5	72378649	72378652
chr5	72742911	72742958
chr5	72743017	72743124
chr5	72743146	72743212
chr5	72743426	72743501
chr5	72744183	72744186
chr5	73981086	73981154
chr5	74009444	74009446
chr5	74652168	74652174
chr5	74912629	74912726
chr5	74916140	74916238
chr5	74921534	74921570
chr5	74921676	74921780
chr5	74930723	74930821
chr5	74931609	74931707
chr5	74948967	74949065
chr5	74951854	74951952
chr5	74955108	74955206
chr5	74959219	74959314
chr5	74962656	74962734
chr5	75008277	75008280
chr5	75904920	75905055
chr5	76012160	76012179
chr5	76373104	76373215
chr5	76373255	76373545
chr5	76506733	76506776
chr5	76926106	76926108
chr5	76988941	76989049
chr5	78280760	78280901
chr5	78317364	78317504
chr5	78365436	78365443
chr5	78608320	78608321
chr5	78938766	78938799
chr5	79331361	79331420
chr5	79950547	79950550
chr5	80256575	80256585
chr5	80689895	80689909
chr5	86690800	86690810
chr5	86708648	86708658
chr5	90445877	90445915
chr5	92920730	92920730
chr5	92920968	92920988
chr5	94759754	94759880
chr5	94877009	94877012
chr5	94916596	94916646
chr5	94956249	94956520
chr5	94956557	94956639
chr5	94956953	94957004
chr5	95067304	95067360
chr5	95224679	95224691
chr5	96079320	96079450
chr5	96093352	96093358
chr5	96245478	96245507
chr5	96253180	96253288
chr5	98217007	98217008
chr5	101595917	101595946
chr5	102523015	102523077
chr5	107216566	107216688
chr5	107716591	107716653
chr5	107716784	107716813
chr5	108719104	108719134
chr5	111091572	111091573
chr5	112228331	112228357
chr5	112228430	112228453
chr5	112228513	112228514
chr5	112257918	112257937
chr5	112850975	112850997
chr5	114879197	114879248
chr5	115808619	115808628
chr5	118542529	118542591
chr5	118574626	118574653
chr5	119800223	119800340
chr5	121736681	121736821
chr5	122181329	122181343
chr5	122425787	122425858
chr5	122426022	122426036
chr5	124080689	124080703
chr5	125805376	125805449
chr5	126887616	126887624
chr5	126889456	126889600
chr5	127419766	127419898
chr5	127520415	127520430
chr5	129096131	129096204
chr5	129096260	129096298
chr5	129100588	129100756
chr5	129240523	129240551
chr5	131324249	131324293
chr5	131533856	131533881
chr5	131713798	131713872
chr5	131713915	131713927
chr5	131879193	131879203
chr5	131892366	131892433
chr5	131940680	131940691
chr5	132042143	132042151
chr5	132044599	132044605
chr5	132044627	132044670
chr5	132083527	132083538
chr5	132094123	132094138
chr5	132112800	132112919
chr5	132149395	132149414
chr5	132161430	132161507
chr5	133450598	133450776
chr5	133451012	133451029
chr5	133494070	133494090
chr5	133635324	133635441
chr5	133642300	133642383
chr5	133655080	133655147
chr5	133861385	133861472
chr5	133912458	133912576
chr5	133944062	133944080
chr5	133948392	133948396
chr5	134011713	134011784
chr5	134106593	134106671
chr5	134191164	134191204
chr5	134192998	134193087
chr5	134240830	134240913
chr5	134678875	134678928
chr5	135207150	135207407
chr5	135209710	135209843
chr5	135215657	135215785
chr5	137272009	137272099
chr5	137347457	137347471
chr5	137427029	137427076
chr5	137454507	137454607
chr5	137593503	137593505
chr5	137610158	137610173
chr5	137673645	137673756
chr5	137688501	137688676
chr5	137844532	137844564
chr5	137846926	137846946
chr5	137847150	137847157
chr5	138655159	138655190
chr5	138719031	138719039
chr5	138720102	138720208
chr5	138728347	138728360
chr5	138732209	138732255
chr5	138732277	138732306
chr5	138784500	138784517
chr5	139227666	139227732
chr5	139227772	139227919
chr5	139227994	139228050
chr5	139283892	139283906
chr5	139493955	139493970
chr5	139740325	139740342
chr5	139864706	139864736
chr5	139864773	139864797
chr5	139916932	139916961
chr5	139941460	139941580
chr5	140184645	140184767
chr5	140214426	140214565
chr5	140214594	140214669
chr5	140228816	140228831
chr5	140230615	140230641
chr5	140308949	140308958
chr5	140389538	140389547
chr5	140475926	140475933
chr5	140476016	140476093
chr5	140476186	140476363
chr5	140476395	140476420
chr5	140481937	140481988
chr5	140503136	140503280
chr5	140503503	140503570
chr5	140531714	140531764
chr5	140554103	140554119
chr5	140559176	140559210
chr5	140559425	140559559
chr5	140563689	140563902
chr5	140568535	140568543
chr5	140568811	140568814
chr5	140568848	140568883
chr5	140573634	140573716
chr5	140581032	140581136
chr5	140595292	140595302
chr5	140604929	140605086
chr5	140725531	140725574
chr5	140755555	140755560
chr5	140756134	140756138
chr5	140767652	140767684
chr5	140777865	140777899
chr5	140795275	140795291
chr5	140812595	140812605
chr5	140812644	140812725
chr5	140898511	140898563
chr5	140907192	140907216
chr5	140950995	140951003
chr5	141020223	141020255
chr5	141257788	141257827
chr5	141316708	141316730
chr5	142545592	142545662
chr5	143537971	143538077
chr5	146257672	146257712
chr5	146763568	146763604
chr5	146981304	146981374
chr5	147162019	147162021
chr5	147504456	147504461
chr5	148639019	148639138
chr5	148884947	148884996
chr5	149109906	149109946
chr5	149151597	149151607
chr5	149511542	149511657
chr5	149546699	149546716
chr5	149762625	149762722
chr5	149763361	149763397
chr5	149784795	149784800
chr5	150036440	150036447
chr5	150080355	150080409
chr5	150846835	150846844
chr5	153414519	153414527
chr5	153570427	153570453
chr5	154135266	154135296
chr5	154135339	154135600
chr5	154135644	154135719
chr5	156456635	156456684
chr5	156749950	156750024
chr5	156822586	156822687
chr5	156904682	156904765
chr5	156908647	156908774
chr5	157002611	157002704
chr5	159399148	159399154
chr5	159399422	159399476
chr5	159545812	159545823
chr5	159842313	159842317
chr5	160973657	160973716
chr5	167182077	167182197
chr5	167553963	167553971
chr5	170736450	170736489
chr5	171212876	171212980
chr5	171217275	171217285
chr5	171217486	171217553
chr5	171217806	171217977
chr5	171423910	171424050
chr5	171710632	171710669
chr5	171760832	171760856
chr5	171881282	171881356
chr5	172110509	172110533
chr5	172111026	172111041
chr5	172261417	172261436
chr5	175111350	175111376
chr5	175112412	175112457
chr5	175112484	175112496
chr5	175395049	175395146
chr5	175395210	175395211
chr5	175520747	175520771
chr5	175528110	175528120
chr5	175540959	175541004
chr5	175665512	175665625
chr5	175716710	175716891
chr5	175716937	175717009
chr5	175717151	175717301
chr5	175717446	175717466
chr5	175717678	175717958
chr5	175740415	175740487
chr5	175792649	175792749
chr5	175796025	175796032
chr5	175798919	175798946
chr5	175843322	175843365
chr5	175959461	175959517
chr5	176024199	176024235
chr5	176024415	176024468
chr5	176074658	176074661
chr5	176237782	176237793
chr5	176409607	176409616
chr5	176450161	176450235
chr5	176520655	176520681
chr5	176794872	176794875
chr5	176853847	176853864
chr5	176886615	176886666
chr5	176900437	176900575
chr5	176916988	176917032
chr5	176958283	176958522
chr5	176981330	176981393
chr5	177027212	177027261
chr5	177151785	177151822
chr5	177161381	177161405
chr5	177167778	177167802
chr5	177168257	177168269
chr5	177177910	177178053
chr5	177180177	177180179
chr5	177631859	177631999
chr5	177658670	177658830
chr5	177659477	177659551
chr5	177717363	177717370
chr5	178040485	178040539
chr5	178421472	178421659
chr5	178421689	178421730
chr5	178421942	178421945
chr5	178772302	178772329
chr5	178986985	178987014
chr5	179041859	179041960
chr5	179126023	179126103
chr5	179146723	179146782
chr5	179160119	179160290
chr5	179222800	179222815
chr5	179222923	179223000
chr5	179223282	179223396
chr5	179233548	179233583
chr5	179247937	179248083
chr5	179264212	179264216
chr5	179280197	179280247
chr5	179334704	179334816
chr5	179498598	179498655
chr5	179498681	179498684
chr5	179740807	179740810
chr5	179780211	179780217
chr5	180076488	180076545
chr5	180480200	180480230
chr5	180480511	180480565
chr5	180480866	180481018
chr5	180481145	180481166
chr5	180481267	180481297
chr5	180551933	180552148
chr5	180631680	180631772
chr5	180670286	180670392
chr6	350741	350755
chr6	397108	397108
chr6	1312980	1313070
chr6	1313759	1313819
chr6	1313906	1313980
chr6	1314007	1314087
chr6	1390183	1390202
chr6	1390327	1390329
chr6	1610681	1610705
chr6	1611366	1611378
chr6	2245575	2245586
chr6	2766180	2766291
chr6	2766374	2766510
chr6	3006706	3006711
chr6	3012747	3012757
chr6	3015341	3015403
chr6	3017075	3017107
chr6	3019667	3019687
chr6	3077005	3077040
chr6	3119519	3119746
chr6	3157689	3157697
chr6	3259257	3259307
chr6	3285186	3285193
chr6	3456543	3456623
chr6	3456661	3456725
chr6	3739030	3739126
chr6	4056792	4056871
chr6	4079825	4079914
chr6	4115641	4115708
chr6	4115749	4115751
chr6	4135784	4135794
chr6	5000797	5000815
chr6	5086235	5086244
chr6	5138942	5138973
chr6	7247194	7247212
chr6	7295321	7295328
chr6	7599906	7599999
chr6	7727315	7727386
chr6	7910803	7910861
chr6	9697898	9698030
chr6	9705427	9705655
chr6	9707990	9708184
chr6	9769164	9769288
chr6	9776040	9776122
chr6	9819637	9819657
chr6	9908751	9908837
chr6	9933030	9933179
chr6	9933491	9933541
chr6	9939522	9939582
chr6	10159627	10159631
chr6	10415262	10415268
chr6	10586176	10586214
chr6	10755517	10755580
chr6	11538547	11538558
chr6	13185031	13185182
chr6	13295607	13295630
chr6	13470068	13470161
chr6	13470222	13470297
chr6	13470416	13470476
chr6	13711366	13711388
chr6	13711549	13711567
chr6	13814257	13814281
chr6	13814318	13814374
chr6	15452422	15452448
chr6	15651610	15651639
chr6	15660614	15660724
chr6	15663083	15663100
chr6	17281814	17281821
chr6	17291080	17291124
chr6	17669524	17669528
chr6	17777578	17777585
chr6	17779823	17779897
chr6	17856261	17856353
chr6	17987640	17987704
chr6	18188023	18188170
chr6	18191428	18191612
chr6	18201760	18201888
chr6	18205768	18205886
chr6	18399730	18399731
chr6	19837986	19837999
chr6	20212429	20212437
chr6	21595737	21595749
chr6	21595958	21596023
chr6	21596051	21596112
chr6	22570382	22570413
chr6	24418793	24418806
chr6	24495210	24495211
chr6	24495493	24495497
chr6	24515395	24515407
chr6	24687811	24687883
chr6	24720029	24720190
chr6	24830897	24830898
chr6	24839720	24839721
chr6	25915747	25915814
chr6	25915844	25915874
chr6	25973521	25973562
chr6	26252267	26252277
chr6	26463025	26463113
chr6	26468786	26468846
chr6	26468906	26469034
chr6	26637664	26637666
chr6	26637916	26638021
chr6	26638119	26638199
chr6	27100100	27100140
chr6	27791924	27792046
chr6	27799223	27799305
chr6	27806833	27806847
chr6	28097175	28097185
chr6	28265672	28265701
chr6	28876840	28876862
chr6	29395430	29395454
chr6	29571369	29571475
chr6	29600458	29600468
chr6	29638636	29638717
chr6	29639058	29639060
chr6	29910396	29910403
chr6	29910751	29910796
chr6	29911045	29911146
chr6	30614199	30614233
chr6	30657802	30657810
chr6	30658370	30658500
chr6	30679189	30679210
chr6	30954793	30954856
chr6	31088112	31088196
chr6	31133840	31133869
chr6	31237822	31237862
chr6	31237987	31238010
chr6	31239410	31239493
chr6	31239776	31239848
chr6	31324142	31324219
chr6	31324623	31324636
chr6	31324872	31324886
chr6	31378407	31378574
chr6	31612140	31612191
chr6	31633225	31633254
chr6	31685237	31685342
chr6	31779755	31779762
chr6	31783496	31783504
chr6	31785472	31785487
chr6	31864797	31864917
chr6	31895481	31895508
chr6	31902108	31902141
chr6	31963559	31963564
chr6	31965491	31965553
chr6	31994909	31994929
chr6	31997490	31997578
chr6	32006259	32006302
chr6	32006328	32006360
chr6	32007169	32007234
chr6	32007886	32007887
chr6	32008198	32008201
chr6	32013898	32013905
chr6	32157677	32157692
chr6	32267699	32267713
chr6	32268457	32268477
chr6	32270386	32270406
chr6	32283549	32283569
chr6	32284171	32284191
chr6	32290263	32290283
chr6	32290894	32290914
chr6	32291368	32291391
chr6	32299811	32299831
chr6	32303214	32303234
chr6	32303689	32303706
chr6	32304392	32304412
chr6	32306756	32306776
chr6	32311015	32311035
chr6	32410962	32411063
chr6	32411533	32411663
chr6	32549453	32549458
chr6	32549520	32549524
chr6	32609126	32609320
chr6	32610018	32610030
chr6	32628013	32628026
chr6	32629218	32629234
chr6	32629781	32629800
chr6	32632659	32632742
chr6	32806016	32806041
chr6	32940724	32940789
chr6	32940839	32940906
chr6	32942798	32942889
chr6	32945144	32945147
chr6	33052773	33052822
chr6	33289725	33289726
chr6	33374667	33374679
chr6	33416469	33416640
chr6	33542283	33542302
chr6	33641368	33641476
chr6	33756386	33756479
chr6	34071358	34071459
chr6	34122856	34123070
chr6	34212788	34212883
chr6	34212915	34213019
chr6	34213174	34213227
chr6	34735685	34735686
chr6	35054047	35054145
chr6	35085023	35085032
chr6	35085137	35085288
chr6	35203223	35203270
chr6	35285982	35286006
chr6	35286218	35286233
chr6	35378825	35378828
chr6	35420323	35420373
chr6	35420398	35420501
chr6	35436812	35436864
chr6	35447837	35447899
chr6	35747279	35747307
chr6	36452579	36452592
chr6	36567598	36567668
chr6	36672013	36672192
chr6	36681605	36681716
chr6	36683256	36683430
chr6	36685050	36685196
chr6	36685805	36685895
chr6	36686270	36686365
chr6	36688165	36688327
chr6	36688928	36689068
chr6	36689112	36689351
chr6	36689381	36689531
chr6	36689572	36689719
chr6	36689802	36689967
chr6	36690172	36690464
chr6	36693639	36693720
chr6	36695354	36695468
chr6	36696477	36696572
chr6	36698450	36698490
chr6	36699833	36699870
chr6	36937671	36937741
chr6	36953946	36953949
chr6	36981350	36981366
chr6	37180696	37180772
chr6	37186240	37186276
chr6	37336154	37336218
chr6	37448807	37448973
chr6	37450268	37450304
chr6	37787722	37787792
chr6	38120210	38120223
chr6	39077090	39077197
chr6	39286795	39286908
chr6	39311058	39311212
chr6	39512280	39512304
chr6	39874133	39874168
chr6	39874194	39874342
chr6	39874468	39874592
chr6	39874736	39874893
chr6	39895333	39895337
chr6	41126341	41126348
chr6	41126378	41126392
chr6	41126811	41126844
chr6	41130880	41130905
chr6	41703884	41703903
chr6	41908690	41908718
chr6	41908743	41908755
chr6	41909361	41909370
chr6	42054457	42054472
chr6	42074271	42074363
chr6	42200636	42200666
chr6	42237338	42237375
chr6	42623359	42623363
chr6	42626541	42626544
chr6	42946442	42946675
chr6	43021403	43021404
chr6	43026918	43026934
chr6	43027161	43027168
chr6	43028064	43028066
chr6	43044569	43044724
chr6	43139586	43139631
chr6	43197077	43197081
chr6	43237381	43237535
chr6	43237599	43237602
chr6	43252908	43252920
chr6	43266830	43266966
chr6	43266991	43267012
chr6	43336805	43336900
chr6	43336962	43337103
chr6	43483841	43483854
chr6	43496987	43496997
chr6	43589161	43589161
chr6	44187434	44187519
chr6	44189323	44189422
chr6	44225137	44225147
chr6	44238480	44238519
chr6	44238585	44238614
chr6	44243720	44243781
chr6	44243852	44243900
chr6	44244103	44244168
chr6	44281072	44281091
chr6	45390584	45390587
chr6	45882157	45882197
chr6	46661891	46661907
chr6	46979943	46979956
chr6	46984536	46984563
chr6	46986178	46986298
chr6	47624234	47624369
chr6	47626730	47626730
chr6	47626766	47626859
chr6	49519253	49519293
chr6	49665389	49665421
chr6	49986630	49986667
chr6	50789847	50789873
chr6	51503648	51503652
chr6	51586697	51586700
chr6	52149487	52149533
chr6	52288599	52288612
chr6	52288744	52288762
chr6	52317660	52317679
chr6	52441674	52441713
chr6	53784296	53784315
chr6	53948294	53948414
chr6	53976261	53976373
chr6	54001513	54001596
chr6	54001627	54001739
chr6	54001842	54001944
chr6	54002004	54002162
chr6	54002187	54002451
chr6	54002503	54002589
chr6	54002657	54002731
chr6	54002767	54002938
chr6	54002997	54003074
chr6	54079938	54080074
chr6	55145259	55145274
chr6	55623909	55623910
chr6	55988888	55988898
chr6	56329482	56329534
chr6	56466240	56466416
chr6	56467762	56467829
chr6	56468002	56468165
chr6	56468378	56468511
chr6	56468646	56468886
chr6	56468911	56469010
chr6	56469139	56469300
chr6	56469346	56469500
chr6	56469538	56469680
chr6	56469737	56469820
chr6	56469896	56470043
chr6	56470101	56470393
chr6	56470430	56470679
chr6	56470738	56470861
chr6	56470896	56471008
chr6	56471031	56471106
chr6	56471257	56471616
chr6	56471701	56471839
chr6	56471917	56471989
chr6	56472018	56472115
chr6	56472201	56472302
chr6	56472349	56472506
chr6	56472537	56472634
chr6	56472731	56472891
chr6	56472971	56473247
chr6	56473296	56473443
chr6	56473566	56473830
chr6	56473891	56474055
chr6	56474101	56474142
chr6	56510670	56510791
chr6	56510884	56510952
chr6	56513367	56513487
chr6	56515723	56515830
chr6	56515929	56515990
chr6	56535438	56535604
chr6	56564450	56564543
chr6	56566685	56566763
chr6	56569077	56569167
chr6	56600025	56600087
chr6	56607078	56607159
chr6	56707853	56708003
chr6	56716238	56716402
chr6	56716585	56716680
chr6	56765222	56765361
chr6	56818583	56818617
chr6	56819205	56819372
chr6	56879272	56879323
chr6	56965401	56965874
chr6	56966007	56966094
chr6	56966146	56966219
chr6	56966391	56966863
chr6	56966887	56966924
chr6	57039082	57039193
chr6	57183201	57183208
chr6	57246793	57246808
chr6	66042290	66042305
chr6	71547491	71547621
chr6	71569032	71569119
chr6	71998640	71998709
chr6	72926815	72926824
chr6	74161611	74161628
chr6	75822920	75822927
chr6	76005626	76005666
chr6	76018361	76018400
chr6	76405522	76405531
chr6	76604531	76604557
chr6	79787165	79787211
chr6	80879528	80879604
chr6	82461888	82461888
chr6	82462092	82462112
chr6	82943968	82943971
chr6	83074710	83074756
chr6	83877558	83877561
chr6	84140596	84140673
chr6	84324576	84324581
chr6	84388497	84388564
chr6	84563223	84563230
chr6	84563355	84563359
chr6	84928862	84928932
chr6	85473608	85473714
chr6	87865259	87865264
chr6	88058476	88058481
chr6	88210882	88210899
chr6	88299553	88299568
chr6	89650863	89650899
chr6	89790958	89790963
chr6	89827604	89827606
chr6	89855864	89856026
chr6	89914315	89914413
chr6	96973173	96973213
chr6	97344706	97344723
chr6	100061388	100061483
chr6	100061643	100061693
chr6	105609815	105609822
chr6	105770918	105770986
chr6	106546468	106546656
chr6	106546861	106546897
chr6	106959305	106959628
chr6	106959699	106959941
chr6	106959989	106960124
chr6	107006462	107006486
chr6	107113809	107113877
chr6	107585571	107585716
chr6	108041861	108041874
chr6	108076775	108076820
chr6	108395813	108395827
chr6	108487992	108487994
chr6	108489227	108489366
chr6	108581964	108582032
chr6	108882688	108882714
chr6	108985616	108985621
chr6	109330562	109330565
chr6	109761708	109761759
chr6	109763163	109763168
chr6	109788795	109788805
chr6	110113865	110113867
chr6	110679158	110679213
chr6	110679376	110679428
chr6	110679450	110679475
chr6	110746524	110746585
chr6	110797725	110797777
chr6	111711340	111711345
chr6	111793289	111793343
chr6	111803987	111804091
